Path;SteerAngle;Throttle;Brake;Speed;X_Position;Y_Position;Pitch;Yaw;Roll
/home/tuanle/Desktop/Udacity/Search_and_return/RoboND-Rover-Project-Main/record_data/IMG/robocam_2018_07_06_16_13_09_118.jpg;0;0;0;0;99.66997;85.5891;0.0002339789;39.24825;2.448072E-07
/home/tuanle/Desktop/Udacity/Search_and_return/RoboND-Rover-Project-Main/record_data/IMG/robocam_2018_07_06_16_13_09_167.jpg;0;0;0;0;99.66997;85.5891;0.0002340346;39.24825;6.255505E-07
/home/tuanle/Desktop/Udacity/Search_and_return/RoboND-Rover-Project-Main/record_data/IMG/robocam_2018_07_06_16_13_09_214.jpg;0;0;0;0;99.66997;85.5891;0.0002341359;39.24825;9.098768E-07
/home/tuanle/Desktop/Udacity/Search_and_return/RoboND-Rover-Project-Main/record_data/IMG/robocam_2018_07_06_16_13_09_270.jpg;0;0;0;0;99.66997;85.5891;0.0002339987;39.24825;1.199141E-06
/home/tuanle/Desktop/Udacity/Search_and_return/RoboND-Rover-Project-Main/record_data/IMG/robocam_2018_07_06_16_13_09_318.jpg;0;0;0;0;99.66997;85.5891;0.0002338615;39.24825;1.488424E-06
/home/tuanle/Desktop/Udacity/Search_and_return/RoboND-Rover-Project-Main/record_data/IMG/robocam_2018_07_06_16_13_09_369.jpg;0;0;0;0;99.66997;85.5891;0.0002337929;39.24825;1.633062E-06
/home/tuanle/Desktop/Udacity/Search_and_return/RoboND-Rover-Project-Main/record_data/IMG/robocam_2018_07_06_16_13_09_418.jpg;0;0;0;0;99.66997;85.5891;0.0002337243;39.24825;1.777688E-06
/home/tuanle/Desktop/Udacity/Search_and_return/RoboND-Rover-Project-Main/record_data/IMG/robocam_2018_07_06_16_13_09_467.jpg;0;0;0;0;99.66997;85.5891;0.0002336786;39.24825;1.874111E-06
/home/tuanle/Desktop/Udacity/Search_and_return/RoboND-Rover-Project-Main/record_data/IMG/robocam_2018_07_06_16_13_09_517.jpg;0;0;0;0;99.66997;85.5891;0.0002336328;39.24825;1.970548E-06
/home/tuanle/Desktop/Udacity/Search_and_return/RoboND-Rover-Project-Main/record_data/IMG/robocam_2018_07_06_16_13_09_567.jpg;0;0;0;0;99.66997;85.5891;0.0002336328;39.24825;1.970548E-06
/home/tuanle/Desktop/Udacity/Search_and_return/RoboND-Rover-Project-Main/record_data/IMG/robocam_2018_07_06_16_13_09_614.jpg;0;0;0;0;99.66997;85.5891;0.0002336328;39.24825;1.970548E-06
/home/tuanle/Desktop/Udacity/Search_and_return/RoboND-Rover-Project-Main/record_data/IMG/robocam_2018_07_06_16_13_09_669.jpg;0;0;0;0;99.66997;85.5891;0.0002334629;39.24825;1.830853E-06
/home/tuanle/Desktop/Udacity/Search_and_return/RoboND-Rover-Project-Main/record_data/IMG/robocam_2018_07_06_16_13_09_716.jpg;0;0;0;0;99.66997;85.5891;0.0002332422;39.24825;1.549015E-06
/home/tuanle/Desktop/Udacity/Search_and_return/RoboND-Rover-Project-Main/record_data/IMG/robocam_2018_07_06_16_13_09_766.jpg;0;0;0;0;99.66997;85.5891;0.0002330951;39.24825;1.361125E-06
